CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Travelling_Solo,Group_Size,Cabin_Deck,Cabin_Side,Cabin_Region1,Cabin_Region2,Cabin_Region3,Cabin_Region4,Cabin_Region5,Cabin_Region6,Age Group,Total Expenditure,No Spending,Expenditure Category,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
0,49.0,0,7.613818684808629,8.877381954654766,0.0,7.806696372521179,3.871201010907891,1,1.0,2,1,1,0,0,0,0,0,4,9.36700218198956,0,0,False,True,False,True,False,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,5,0,0,0,0,0,0,1,0,0.0,1,3,False,False,True,False,False,True
0,52.0,0,2.6390573296152584,8.711937268208748,0.0,9.248214024404264,5.703782474656201,0,5.0,5,1,0,1,0,0,0,0,5,9.727466108290653,0,0,False,True,False,True,False,False
0,35.0,1,7.118826249062078,3.58351893845611,2.0794415416798357,0.0,0.0,1,1.0,5,1,0,0,0,0,0,1,4,7.152268856032539,0,2,False,False,True,False,False,True
1,21.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,6,0,0,0,0,1,0,0,2,0.0,1,3,True,False,False,False,False,True
0,37.0,0,5.4116460518550396,9.158625936289503,0.0,7.1846291527173145,7.532088143541722,1,1.0,0,0,1,0,0,0,0,0,4,9.465215121451847,0,0,False,True,False,False,False,True
1,14.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,0,1,0,0,0,0,1,0.0,1,3,True,False,False,False,False,True
0,38.0,0,0.0,5.153291594497779,0.0,8.68406264365127,3.5553480614894135,1,1.0,4,0,1,0,0,0,0,0,4,8.71833650245078,0,0,False,True,False,True,False,False
0,37.0,0,0.0,2.3978952727983707,6.300785794663244,2.302585092994046,5.703782474656201,1,1.0,5,1,1,0,0,0,0,0,4,6.760414691083428,0,2,True,False,False,False,True,False
0,25.0,0,8.83927669058535,5.583496308781699,0.0,7.711996507047669,7.645397699428633,0,2.0,2,1,0,1,0,0,0,0,2,9.349145334853365,0,0,False,True,False,False,False,True
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,5,1,1,0,0,0,0,0,0,0.0,1,3,False,False,True,False,False,True
0,25.0,1,6.75110146893676,0.0,5.768320995793772,0.0,0.0,1,1.0,4,1,1,0,0,0,0,0,2,7.068172000388042,0,2,False,False,True,False,False,True
0,21.0,0,0.0,7.2682230211595655,0.0,7.118826249062078,0.0,0,2.0,5,1,0,1,0,0,0,0,2,7.889084407035514,0,0,True,False,False,False,False,True
0,23.0,0,5.945420608606575,0.0,4.927253685157205,4.653960350157523,2.1972245773362196,1,1.0,5,0,0,0,1,0,0,0,2,6.447305862541213,0,1,True,False,False,False,True,False
0,13.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,6,0,0,0,1,0,0,0,1,0.0,1,3,True,False,False,True,False,False
1,30.0,0,0.0,0.0,0.0,0.0,0.0,0,5.0,2,1,1,0,0,0,0,0,3,0.0,1,3,False,True,False,True,False,False
1,11.0,0,0.0,0.0,0.0,0.0,0.0,0,5.0,6,0,0,0,0,0,1,0,0,0.0,1,3,True,False,False,False,True,False
0,22.0,0,6.517671272912275,0.0,2.6390573296152584,0.0,2.5649493574615367,1,1.0,5,1,0,0,0,0,0,1,2,6.553933404025811,0,1,True,False,False,False,False,True
0,13.0,0,6.363028103540465,5.424950017481403,4.127134385045092,0.6931471805599453,2.0794415416798357,1,1.0,5,1,0,1,0,0,0,0,1,6.774223886357614,0,2,True,False,False,False,False,True
0,40.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,1,0,1,0,0,0,0,0,4,0.0,1,3,False,True,False,False,False,True
1,14.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,6,0,0,0,0,1,0,0,1,0.0,1,3,True,False,False,False,False,True
0,35.0,0,0.0,5.82600010738045,6.07993319509559,0.0,0.0,1,1.0,6,0,1,0,0,0,0,0,4,6.652863029353347,0,2,True,False,False,False,False,True
1,26.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,2,0,1,0,0,0,0,0,3,0.0,1,3,False,True,False,True,False,False
0,39.0,0,0.0,0.0,7.163946684342547,5.41610040220442,0.0,0,8.0,5,0,0,0,0,0,0,1,4,7.323830566202317,0,0,True,False,False,True,False,False
1,14.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,0,1,0,0,0,1,0.0,1,3,True,False,False,False,False,True
0,22.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,1,0,0,0,0,0,2,0.0,1,3,True,False,False,False,False,True
0,38.0,0,0.0,6.576469569048224,0.0,0.0,0.0,0,2.0,5,1,0,1,0,0,0,0,4,6.576469569048224,0,2,True,False,False,True,False,False
0,36.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,5,0,0,0,0,1,0,0,4,0.0,1,3,False,False,True,False,False,True
0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,6,1,1,0,0,0,0,0,0,0.0,1,3,True,False,False,False,False,True
0,37.0,0,0.6931471805599453,8.40357646462927,0.6931471805599453,9.127719343287845,1.3862943611198906,0,3.0,1,0,1,0,0,0,0,0,4,9.523251498473739,0,0,False,True,False,True,False,False
0,62.0,0,4.61512051684126,0.0,3.6635616461296463,7.10002716662926,0.0,0,2.0,5,1,0,0,0,0,0,1,5,7.2078598714324755,0,2,False,False,True,False,False,True
0,10.0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,6,0,0,0,0,1,0,0,0,0.0,1,3,True,False,False,False,False,True
0,19.0,0,0.0,5.820082930352362,6.2324480165505225,0.6931471805599453,0.0,1,1.0,6,1,0,1,0,0,0,0,2,6.740519359606223,0,2,True,False,False,True,False,False
0,18.0,0,6.444131256700441,0.0,0.0,3.4657359027997265,5.017279836814924,0,3.0,6,0,0,0,0,1,0,0,1,6.697034247666484,0,2,True,False,False,False,False,True
0,17.0,0,6.326149473155099,0.0,1.3862943611198906,0.0,7.112327444710911,1,1.0,6,1,0,0,1,0,0,0,1,7.488852955733459,0,0,True,False,False,True,False,False
0,32.0,0,7.616775808698373,0.0,3.367295829986474,6.253828811575473,0.0,0,2.0,3,0,1,0,0,0,0,0,3,7.8551570058813445,0,0,False,False,True,False,False,True
0,16.0,0,0.0,7.326465613840322,0.0,0.0,6.642486801367256,1,1.0,5,1,0,1,0,0,0,0,1,7.734558844354756,0,0,True,False,False,False,True,False
0,21.0,0,0.0,7.697575346802343,2.302585092994046,4.276666119016055,4.61512051684126,1,1.0,6,1,0,0,0,0,1,0,2,7.776115477098742,0,0,True,False,False,False,True,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,6,0,1,0,0,0,0,0,0,0.0,1,3,True,False,False,False,False,True
0,16.0,0,1.3862943611198906,6.39024066706535,0.0,2.302585092994046,5.7745515455444085,1,1.0,6,0,0,0,1,0,0,0,1,6.834108738813838,0,2,True,False,False,False,False,True
0,50.0,0,0.0,5.455321115357702,0.0,0.0,0.0,0,2.0,6,1,1,0,0,0,0,0,4,5.455321115357702,0,1,True,False,False,False,False,True
0,34.0,0,0.0,4.77912349311153,1.791759469228055,0.0,6.635946555686647,1,1.0,6,0,1,0,0,0,0,0,4,6.785587645007929,0,2,True,False,False,False,False,True
0,19.0,0,0.0,6.71901315438526,1.791759469228055,4.02535169073515,0.0,1,1.0,6,1,0,0,1,0,0,0,2,6.78897174299217,0,2,True,False,False,False,False,True
0,45.0,1,6.9975959829819265,6.85751406254539,5.834810737062605,0.0,0.0,0,2.0,3,0,1,0,0,0,0,0,4,7.776954403322442,0,0,False,False,True,False,False,True
0,16.0,0,0.0,4.07753744390572,2.5649493574615367,4.23410650459726,6.483107351457199,1,1.0,4,0,1,0,0,0,0,0,1,6.674561391814426,0,2,True,False,False,False,False,True
0,29.0,0,1.0986122886681098,6.0112671744041615,8.414052432496725,7.2682230211595655,2.302585092994046,1,1.0,2,1,1,0,0,0,0,0,3,8.757940876678804,0,0,False,True,False,False,False,True
0,25.0,0,0.0,2.302585092994046,7.603897968521881,0.0,1.791759469228055,1,1.0,5,1,0,1,0,0,0,0,2,7.61085279039525,0,0,True,False,False,False,False,True
0,32.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,0,0,0,0,1,0,3,0.0,1,3,True,False,False,False,False,True
0,3.0,0,0.0,0.0,0.0,0.0,0.0,0,7.0,6,0,0,0,0,1,0,0,0,0.0,1,3,True,False,False,False,False,True
1,23.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,6,1,0,0,0,0,1,0,2,0.0,1,3,True,False,False,False,True,False
0,6.0,0,0.0,0.0,0.0,0.0,0.0,0,5.0,6,1,0,0,0,1,0,0,0,0.0,1,3,True,False,False,False,False,True
0,45.0,0,6.715383386334681,7.69484807238461,5.955837369464831,2.995732273553991,7.01571242048723,1,1.0,4,0,1,0,0,0,0,0,4,8.420241665339788,0,0,True,False,False,True,False,False
1,60.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,1,0,1,0,0,0,0,5,0.0,1,3,False,True,False,False,False,True
0,26.0,0,0.0,6.280395838960195,7.659171367666058,2.3978952727983707,6.22455842927536,0,5.0,1,1,1,0,0,0,0,0,3,8.06054004653864,0,0,False,True,False,False,False,True
1,30.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,0,0,0,1,0,3,0.0,1,3,True,False,False,False,True,False
1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,6,0,0,0,1,0,0,0,0,0.0,1,3,True,False,False,True,False,False
1,50.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,0,0,1,0,0,4,0.0,1,3,True,False,False,False,False,True
0,45.0,0,0.0,7.237059026124737,0.0,8.002359546252707,0.0,1,1.0,0,1,1,0,0,0,0,0,4,8.384118837190895,0,0,False,True,False,False,False,True
0,39.0,0,2.3978952727983707,5.298317366548036,0.0,8.735042754269337,4.624972813284271,0,2.0,2,1,1,0,0,0,0,0,4,8.783702698635217,0,0,False,True,False,True,False,False
0,22.0,0,0.0,0.0,6.9782137426306985,3.8501476017100584,1.3862943611198906,1,1.0,5,0,0,0,0,0,0,1,2,7.022868086082641,0,2,True,False,False,True,False,False
1,38.0,0,0.0,0.0,0.0,0.0,0.0,0,7.0,5,1,0,0,1,0,0,0,4,0.0,1,3,False,False,True,True,False,False
1,14.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,2,1,1,0,0,0,0,0,1,0.0,1,3,False,True,False,True,False,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,5,1,0,0,0,0,1,0,0,0.0,1,3,False,False,True,False,False,True
1,73.0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,2,0,1,0,0,0,0,0,5,0.0,1,3,False,True,False,False,False,True
0,27.0,0,0.0,8.299285906897275,0.0,7.400009517162692,8.496990484098719,1,1.0,0,0,1,0,0,0,0,0,4,9.264354960282422,0,0,False,True,False,False,False,True
0,19.0,1,4.127134385045092,6.664409020350408,4.709530201312334,0.0,0.0,1,1.0,4,0,0,1,0,0,0,0,2,6.86171134048073,0,2,False,False,True,False,False,True
0,23.0,0,7.103322062526113,4.394449154672439,0.6931471805599453,1.0986122886681098,0.0,0,7.0,4,1,1,0,0,0,0,0,2,7.1693500166706,0,2,False,False,True,False,False,True
0,22.0,0,6.601230118728877,4.9344739331306915,0.0,0.0,0.0,0,3.0,5,0,0,0,0,0,1,0,2,6.773080375655535,0,2,True,False,False,False,False,True
0,15.0,0,4.454347296253507,0.0,7.030857476116121,0.0,5.517452896464707,1,1.0,5,1,0,1,0,0,0,0,1,7.288927694521257,0,0,False,False,True,False,False,True
0,57.0,1,6.077642243349034,3.1354942159291497,7.269616749608169,1.6094379124341003,0.0,0,2.0,4,1,0,1,0,0,0,0,5,7.5480289699350145,0,0,False,False,True,False,False,True
0,27.0,0,0.0,7.510430556378006,3.6888794541139363,2.4849066497880004,6.476972362889683,1,1.0,5,1,1,0,0,0,0,0,3,7.8343923029104365,0,0,True,False,False,False,False,True
0,20.0,0,0.0,2.772588722239781,4.812184355372417,7.026426808699636,0.0,1,1.0,5,1,1,0,0,0,0,0,2,7.141245122350491,0,2,True,False,False,False,False,True
0,18.0,0,6.061456918928017,0.0,3.6109179126442243,0.0,6.052089168924417,0,2.0,6,1,1,0,0,0,0,0,1,6.790097235513905,0,2,True,False,False,False,False,True
1,23.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,0,0,0,1,0,0,2,0.0,1,3,True,False,False,False,False,True
0,8.0,0,0.0,0.0,0.0,0.0,0.0,0,7.0,6,0,0,0,0,0,1,0,0,0.0,1,3,True,False,False,False,False,True
0,49.0,0,0.0,4.653960350157523,6.697034247666484,8.207674424355282,2.0794415416798357,0,2.0,2,0,1,0,0,0,0,0,4,8.431417414394833,0,0,False,True,False,False,False,True
1,20.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,2,0,1,0,0,0,0,0,2,0.0,1,3,False,True,False,True,False,False
0,43.0,1,5.869296913133774,6.799055862058796,0.0,0.0,1.0986122886681098,1,1.0,3,0,1,0,0,0,0,0,4,7.132497551660044,0,2,False,False,True,False,False,True
0,36.0,0,2.302585092994046,5.5134287461649825,0.0,6.180016653652572,2.833213344056216,1,1.0,6,0,0,0,0,1,0,0,4,6.626717749249025,0,2,True,False,False,False,False,True
0,20.0,0,0.0,0.0,4.997212273764115,0.0,0.0,1,1.0,5,0,0,0,1,0,0,0,2,4.997212273764115,0,1,True,False,False,False,False,True
0,31.0,0,7.112327444710911,0.0,0.6931471805599453,0.0,0.0,1,1.0,5,1,1,0,0,0,0,0,3,7.113142108707088,0,2,False,False,True,False,False,True
1,34.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,4,0,1,0,0,0,0,0,4,0.0,1,3,False,False,True,False,False,True
1,29.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,1,0,0,0,0,0,1,3,0.0,1,3,False,False,True,False,False,True
0,29.0,0,0.0,1.791759469228055,1.9459101490553132,0.0,0.0,1,1.0,6,1,0,0,0,1,0,0,3,2.4849066497880004,0,1,True,False,False,False,False,True
1,22.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,1,0,0,0,0,0,2,0.0,1,3,False,True,False,True,False,False
0,24.0,0,5.225746673713202,0.0,6.171700597410915,3.4011973816621555,0.0,1,1.0,5,0,0,0,0,0,0,1,2,6.541029999189903,0,1,True,False,False,False,False,True
0,35.0,0,6.455198563340122,1.3862943611198906,0.0,0.0,3.258096538021482,1,1.0,5,1,0,0,0,0,0,1,4,6.498282149476434,0,1,True,False,False,False,True,False
1,23.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,0,1,0,0,0,0,2,0.0,1,3,True,False,False,True,False,False
0,43.0,0,3.2188758248682006,0.6931471805599453,7.0630481633881725,0.0,0.0,1,1.0,5,0,0,0,0,0,1,0,4,7.084226422097916,0,2,False,False,True,False,False,True
0,45.0,0,8.104703468371108,0.0,2.3978952727983707,0.0,0.0,0,3.0,3,1,1,0,0,0,0,0,4,8.107720061910534,0,0,False,False,True,False,False,True
0,21.0,0,4.51085950651685,0.0,6.706862336602747,0.0,0.0,1,1.0,6,0,0,0,0,0,1,0,2,6.811244378601294,0,2,True,False,False,False,False,True
0,32.0,0,9.00601857490256,7.627057417018934,7.560080465021827,8.902863672196222,6.626717749249025,0,2.0,4,0,0,1,0,0,0,0,3,9.914872497402692,0,0,False,True,False,False,False,True
1,54.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,4,1,1,0,0,0,0,0,5,0.0,1,3,False,True,False,True,False,False
1,25.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,1,0,0,0,1,0,0,2,0.0,1,3,False,False,True,False,False,True
0,38.0,0,7.084226422097916,1.791759469228055,7.5310163320779155,8.363575702750637,0.0,1,1.0,5,0,0,0,0,0,1,0,4,8.90231952852887,0,0,False,False,True,False,False,True
0,35.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,0,1,0,0,0,0,4,0.0,1,3,True,False,False,False,False,True
0,13.0,0,0.0,0.0,0.0,1.6094379124341003,6.699500340161678,1,1.0,5,0,0,1,0,0,0,0,1,6.704414354964107,0,2,True,False,False,True,False,False
0,17.0,0,0.6931471805599453,5.081404364984463,3.6375861597263857,0.0,0.0,1,1.0,5,1,0,1,0,0,0,0,1,5.293304824724492,0,1,True,False,False,False,False,True
1,23.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,0,0,0,0,1,0,2,0.0,1,3,True,False,False,True,False,False
0,21.0,0,7.867871490396322,0.0,4.6443908991413725,1.6094379124341003,0.0,0,2.0,3,0,1,0,0,0,0,0,2,7.908019444632471,0,0,False,False,True,False,False,True
1,51.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,0,0,1,0,0,0,0,0,5,0.0,1,3,False,True,False,False,False,True
0,31.0,0,7.902487437162855,3.091042453358316,0.0,0.0,0.6931471805599453,1,1.0,5,1,0,0,0,1,0,0,3,7.9105906122564775,0,0,True,False,False,False,False,True
0,38.0,0,6.19644412779452,6.498282149476434,5.883322388488279,6.752270376141742,0.0,0,7.0,5,0,0,0,1,0,0,0,4,7.769378609513984,0,0,False,False,True,False,False,True
0,22.0,0,6.335054251498059,6.257667587882639,5.8998973535824915,0.0,0.0,1,1.0,5,1,0,0,1,0,0,0,2,7.278628942320682,0,0,True,False,False,False,False,True
0,21.0,0,0.0,5.6937321388027,1.0986122886681098,0.0,7.342131730584722,0,2.0,5,1,0,0,0,0,1,0,2,7.518607216815252,0,0,True,False,False,False,False,True
0,34.0,1,0.0,8.558527054909215,0.0,7.195187320178709,1.0986122886681098,0,2.0,0,1,1,0,0,0,0,0,4,8.786456678344,0,0,False,True,False,False,False,True
1,49.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,0,1,0,0,0,0,0,4,0.0,1,3,True,False,False,False,False,True
0,27.0,0,5.808142489980444,6.823286122355687,0.0,1.791759469228055,8.480114183174816,0,2.0,2,0,1,0,0,0,0,0,3,8.711607995897575,0,0,False,True,False,True,False,False
0,14.0,0,6.6052979209482015,1.791759469228055,5.697093486505405,0.0,0.0,1,1.0,5,0,0,0,0,0,0,1,1,6.947937068614969,0,2,False,False,True,False,False,True
1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,5,0,0,0,1,0,0,0,2,0.0,1,3,False,False,True,False,False,True
1,36.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,0,0,0,1,0,0,4,0.0,1,3,True,False,False,False,True,False
1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,1,0,1,0,0,0,0,4,0.0,1,3,True,False,False,False,True,False
1,17.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,2,0,1,0,0,0,0,0,1,0.0,1,3,False,True,False,True,False,False
0,27.0,0,0.0,7.4815557019095165,0.0,2.8903717578961645,2.6390573296152584,1,1.0,6,1,0,0,0,1,0,0,3,7.498315870766981,0,0,True,False,False,False,False,True
1,14.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,1,0,0,0,0,0,1,0.0,1,3,True,False,False,False,False,True
0,36.0,0,4.51085950651685,7.62608275807238,0.0,2.772588722239781,7.126890808898808,1,1.0,2,0,1,0,0,0,0,0,4,8.131530710604252,0,0,False,True,False,False,False,True
1,25.0,0,0.0,0.0,0.0,0.0,0.0,0,5.0,2,1,0,1,0,0,0,0,2,0.0,1,3,False,True,False,False,False,True
0,37.0,0,0.0,7.198183577101943,1.0986122886681098,2.5649493574615367,2.0794415416798357,0,2.0,3,1,1,0,0,0,0,0,4,7.213768308118642,0,2,False,True,False,False,False,True
0,57.0,0,5.616771097666572,2.1972245773362196,0.0,2.995732273553991,6.1463292576688975,1,1.0,6,1,0,0,1,0,0,0,5,6.643789733147672,0,2,True,False,False,False,True,False
0,30.0,0,7.358830898342354,0.0,0.0,0.0,7.720017940432244,0,4.0,2,0,0,1,0,0,0,0,3,8.248529124800218,0,0,False,True,False,True,False,False
1,33.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,6,0,0,0,0,0,1,0,4,0.0,1,3,True,False,False,False,False,True
0,13.0,0,0.0,7.31455283232408,3.1780538303479458,1.791759469228055,5.099866427824199,0,2.0,4,0,0,1,0,0,0,0,1,7.4342573821331355,0,0,True,False,False,True,False,False
0,16.0,0,4.532599493153256,0.6931471805599453,6.785587645007929,0.0,0.0,1,1.0,4,0,1,0,0,0,0,0,1,6.885509670034818,0,2,True,False,False,False,False,True
0,56.0,0,6.023447592961033,6.20050917404269,2.302585092994046,4.770684624465665,3.5263605246161616,1,1.0,3,1,1,0,0,0,0,0,5,6.96979066990159,0,2,False,False,True,True,False,False
0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,5,0,0,0,0,0,1,0,0,0.0,1,3,False,False,True,False,False,True
0,21.0,0,6.214608098422191,0.0,5.267858159063328,0.6931471805599453,0.6931471805599453,1,1.0,5,1,0,0,0,0,0,1,2,6.543911845564792,0,1,True,False,False,True,False,False
0,13.0,0,7.02108396428914,2.4849066497880004,7.190676034332207,0.0,0.0,0,3.0,5,1,0,0,0,1,0,0,1,7.806696372521179,0,0,False,False,True,False,False,True
0,28.0,0,5.0689042022202315,0.0,0.0,6.144185634125646,0.0,1,1.0,5,1,0,0,0,0,1,0,3,6.436150368369428,0,1,False,False,True,False,False,True
0,38.0,0,0.0,5.308267697401205,0.0,7.1770187659099,8.315321775377567,1,1.0,4,0,0,1,0,0,0,0,4,8.629628620746026,0,0,False,True,False,True,False,False
1,44.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,0,1,0,0,0,0,4,0.0,1,3,True,False,False,False,True,False
0,18.0,0,6.29156913955832,1.0986122886681098,1.3862943611198906,6.803505257608338,0.0,1,1.0,5,1,0,0,0,0,0,1,1,7.275864600546533,0,0,True,False,False,False,False,True
1,35.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,1,1,1,0,0,0,0,0,4,0.0,1,3,False,True,False,False,False,True
1,42.0,0,0.0,0.0,0.0,0.0,0.0,0,7.0,4,1,1,0,0,0,0,0,4,0.0,1,3,False,False,True,False,False,True
1,22.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,1,0,1,0,0,0,0,2,0.0,1,3,True,False,False,False,False,True
0,20.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,4,0,0,1,0,0,0,0,2,0.0,1,3,False,False,True,True,False,False
0,40.0,0,0.0,0.0,5.659482215759621,1.9459101490553132,6.3473892096560105,1,1.0,4,1,0,1,0,0,0,0,4,6.760414691083428,0,2,True,False,False,False,False,True
0,23.0,0,7.402451520818244,7.105786129481271,0.0,0.6931471805599453,0.0,1,1.0,5,0,0,1,0,0,0,0,2,7.958227192322312,0,0,True,False,False,False,False,True
1,30.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,0,0,0,1,0,0,3,0.0,1,3,True,False,False,False,False,True
0,54.0,0,5.0106352940962555,6.889591308354466,5.375278407684165,0.0,0.0,0,7.0,5,1,0,0,1,0,0,0,5,7.204892510204673,0,2,False,False,True,False,False,True
0,22.0,0,0.0,5.598421958998375,0.0,4.61512051684126,3.367295829986474,1,1.0,6,1,0,1,0,0,0,0,2,5.986452005284438,0,1,True,False,False,False,False,True
0,18.0,0,0.0,0.0,0.0,6.616065185132817,0.6931471805599453,1,1.0,5,1,0,0,0,0,1,0,1,6.617402977974478,0,2,True,False,False,False,True,False
0,56.0,0,0.0,8.65032450401942,0.0,0.0,3.9318256327243257,1,1.0,2,1,1,0,0,0,0,0,5,8.659039915644474,0,0,False,True,False,False,False,True
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,6,0,0,0,1,0,0,0,0,0.0,1,3,True,False,False,False,False,True
1,15.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,6,0,1,0,0,0,0,0,1,0.0,1,3,True,False,False,False,False,True
0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,7.0,6,1,0,0,1,0,0,0,0,0.0,1,3,True,False,False,True,False,False
0,29.0,0,0.0,9.438590860658538,0.0,1.3862943611198906,8.52872642722991,0,5.0,1,0,1,0,0,0,0,0,3,9.777016888482178,0,0,False,True,False,True,False,False
0,32.0,0,8.41604600941128,6.818924065275521,0.0,4.543294782270004,0.0,0,8.0,6,1,0,0,0,1,0,0,3,8.617219505483362,0,0,True,False,False,False,False,True
1,18.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,2,1,1,0,0,0,0,0,1,0.0,1,3,False,True,False,False,False,True
0,17.0,0,6.855408798609928,3.871201010907891,5.680172609017068,0.0,0.0,0,3.0,5,0,1,0,0,0,0,0,1,7.160845906664299,0,2,False,False,True,False,False,True
1,21.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,1,0,1,0,0,0,0,2,0.0,1,3,True,False,False,False,False,True
1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,5,1,0,0,1,0,0,0,0,0.0,1,3,False,False,True,True,False,False
1,24.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,2,1,1,0,0,0,0,0,2,0.0,1,3,False,True,False,False,False,True
0,37.0,0,2.3978952727983707,6.324358962381311,3.9512437185814275,4.430816798843313,0.0,1,1.0,5,1,0,0,0,0,0,1,4,6.553933404025811,0,1,True,False,False,False,False,True
0,18.0,0,5.834810737062605,0.0,5.808142489980444,4.634728988229636,0.0,1,1.0,5,0,0,1,0,0,0,0,1,6.654152520183219,0,2,True,False,False,False,False,True
0,37.0,0,0.0,7.703459047867175,1.0986122886681098,7.166265974133638,5.616771097666572,0,3.0,4,1,0,1,0,0,0,0,4,8.239065331769268,0,0,False,True,False,True,False,False
1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,5,0,0,0,0,1,0,0,0,0.0,1,3,False,False,True,False,False,True
1,27.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,1,0,1,0,0,0,0,0,3,0.0,1,3,False,True,False,False,False,True
0,21.0,0,0.0,0.0,3.1780538303479458,6.710523109452428,3.1354942159291497,1,1.0,5,0,0,0,1,0,0,0,2,6.763884908562435,0,2,True,False,False,False,False,True
0,45.0,0,0.0,0.0,0.0,6.652863029353347,0.0,1,1.0,6,0,0,0,1,0,0,0,4,6.652863029353347,0,2,True,False,False,False,False,True
0,48.0,0,6.461468176353717,6.023447592961033,4.709530201312334,0.0,0.0,1,1.0,5,1,0,1,0,0,0,0,4,7.057897937411856,0,2,False,False,True,False,False,True
0,15.0,0,7.142827401161621,0.0,1.0986122886681098,3.1780538303479458,0.0,0,2.0,5,0,1,0,0,0,0,0,1,7.162397497355718,0,2,False,False,True,False,False,True
1,58.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,1,1,0,0,0,0,0,5,0.0,1,3,False,True,False,True,False,False
0,45.0,0,0.0,6.208590026096629,0.0,7.57095858316901,8.341886969516187,1,1.0,2,1,1,0,0,0,0,0,4,8.79966169681513,0,0,False,True,False,True,False,False
0,26.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,5,1,0,1,0,0,0,0,3,0.0,1,3,True,False,False,False,False,True
1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,1,0,0,0,0,1,0,3,0.0,1,3,False,False,True,False,False,True
1,20.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,5,0,0,0,0,0,0,1,2,0.0,1,3,False,False,True,True,False,False
0,34.0,0,0.0,8.529911963824013,0.0,4.04305126783455,5.793013608384144,1,1.0,3,0,1,0,0,0,0,0,4,8.602820277383675,0,0,False,True,False,False,False,True
